1920-01-01,0.1978067468786028
1920-02-01,0.14920518955574824
1920-03-01,0.10098558107896456
1920-04-01,0.05324970739364209
1920-05-01,0.006097863996115916
1920-06-01,-0.04037209391763781
1920-07-01,-0.08606392061644505
1920-08-01,-0.13088170062755553
1920-09-01,-0.1747295009271683
1920-10-01,-0.21751174356232045
1920-11-01,-0.2591339631979075
1920-12-01,-0.2995036313400244
1921-01-01,-0.33853104997638883
1921-02-01,-0.3761312900001901
1921-03-01,-0.4122274744264549
1921-04-01,-0.44675413730185476
1921-05-01,-0.4796585112914282
1921-06-01,-0.5108984486259093
1921-07-01,-0.540438514711593
1921-08-01,-0.5682469617832018
1921-09-01,-0.5942944091813142
1921-10-01,-0.6185536059082747
1921-11-01,-0.6409994346333832
1921-12-01,-0.6616084451951143
1922-01-01,-0.6803583605585215
1922-02-01,-0.6972288724741222
1922-03-01,-0.7122040320369006
1922-04-01,-0.7252748312853509
1922-05-01,-0.7364405118106656
1922-06-01,-0.7457087377555751
1922-07-01,-0.7530951678055264
1922-08-01,-0.7586221890414298
1922-09-01,-0.7623172102472722
1922-10-01,-0.7642115895795529
1922-11-01,-0.7643402860212579
1922-12-01,-0.762741872109661
1923-01-01,-0.7594586786801546
1923-02-01,-0.7545367333537769
1923-03-01,-0.7480259029914093
1923-04-01,-0.7399801044836543
1923-05-01,-0.730455920074749
1923-06-01,-0.7195098491542455
1923-07-01,-0.7071963582885342
1923-08-01,-0.6935664902642574
1923-09-01,-0.6786657548700257
1923-10-01,-0.6625319476675198
1923-11-01,-0.6451936886543447
1923-12-01,-0.6266703328367562
1924-01-01,-0.6069741540773953
1924-02-01,-0.5861142091389524
1924-03-01,-0.5641001640875225
1924-04-01,-0.5409451975313134
1924-05-01,-0.5166678853505233
1924-06-01,-0.49129287371897956
1924-07-01,-0.4648510338164995
1924-08-01,-0.43738068416119874
1924-09-01,-0.40892996907428164
1924-10-01,-0.37955893520942735
1924-11-01,-0.34934044221262056
1924-12-01,-0.3183598407846314
1925-01-01,-0.28671345251751335
1925-02-01,-0.2545066778474606
1925-03-01,-0.22185254143626468
1925-04-01,-0.1888699696625884
1925-05-01,-0.15568167995246618
1925-06-01,-0.12241295196910543
1925-07-01,-0.08919110180105913
1925-08-01,-0.0561440671160896
1925-09-01,-0.023397763340833478
1925-10-01,0.008926885868095705
1925-11-01,0.04071679205364674
1925-12-01,0.07186936262938555
1926-01-01,0.10229453081555269
1926-02-01,0.13191572045954605
1926-03-01,0.16067026744255233
1926-04-01,0.18851039146153917
1926-05-01,0.21540485281838814
1926-06-01,0.24133997295285664
1926-07-01,0.2663186206662784
1926-08-01,0.29035757796629613
1926-09-01,0.31348449082187924
1926-10-01,0.33573439503958885
1926-11-01,0.3571462636715365
1926-12-01,0.3777614338850094
1927-01-01,0.3976238898413342
1927-02-01,0.416779975764993
1927-03-01,0.435277043591391
1927-04-01,0.45316224855022197
1927-05-01,0.4704810856503989
1927-06-01,0.48727561961102245
1927-07-01,0.5035836559898489
1927-08-01,0.5194385775982769
1927-09-01,0.5348692376314602
1927-10-01,0.5499004748050385
1927-11-01,0.5645537994964043
1927-12-01,0.578847425092048
1928-01-01,0.5927961855388085
1928-02-01,0.6064120409261716
1928-03-01,0.6197050433383122
1928-04-01,0.632683869343327
1928-05-01,0.6453555405075979
1928-06-01,0.65772540035701
1928-07-01,0.6697978005548588
1928-08-01,0.6815759786110914
1928-09-01,0.6930601540824641
1928-10-01,0.7042450892794944
1928-11-01,0.7151188631146842
1928-12-01,0.7256633467375376
1929-01-01,0.7358550445443897
1929-02-01,0.7456646097598069
1929-03-01,0.7550553584672137
1929-04-01,0.7639825986843393
1929-05-01,0.772394728312969
1929-06-01,0.7802351984708426
1929-07-01,0.787444087114235
1929-08-01,0.7939593297297168
1929-09-01,0.7997179171384431
1929-10-01,0.8046567346444952
1929-11-01,0.8087127613975853
1929-12-01,0.8118229946979434
1930-01-01,0.8139250013118002
1930-02-01,0.8149578212776508
1930-03-01,0.8148620965297845
1930-04-01,0.8135799854711695
1930-05-01,0.8110556829312523
1930-06-01,0.8072357079150865
1930-07-01,0.8020689674874294
1930-08-01,0.7955082335035645
1930-09-01,0.7875133844799467
1930-10-01,0.7780549080371617
1930-11-01,0.7671161259740154
1930-12-01,0.7546939756875587
1931-01-01,0.7407992697996396
1931-02-01,0.7254565572307422
1931-03-01,0.7087033340854547
1931-04-01,0.6905895181754397
1931-05-01,0.6711780037808296
1931-06-01,0.6505454959634205
1931-07-01,0.6287824177901169
1931-08-01,0.6059917418588755
1931-09-01,0.5822867066971092
1931-10-01,0.5577875614561835
1931-11-01,0.5326184813592992
1931-12-01,0.5069049545907117
1932-01-01,0.48077091772495273
1932-02-01,0.4543359865074303
1932-03-01,0.4277139869164688
1932-04-01,0.40101377639387825
1932-05-01,0.3743423243944671
1932-06-01,0.3478080148434868
1932-07-01,0.32152201413272286
1932-08-01,0.29559802195496526
1932-09-01,0.27015156998580925
1932-10-01,0.24529886935135511
1932-11-01,0.2211553302374719
1932-12-01,0.19783452013451364
1933-01-01,0.1754471874876571
1933-02-01,0.15409916150790937
1933-03-01,0.13388847638753712
1933-04-01,0.11490318820721267
1933-05-01,0.09722022891289638
1933-06-01,0.08090443379184252
1933-07-01,0.06600713779437649
1933-08-01,0.05256482754083769
1933-09-01,0.04059866741424223
1933-10-01,0.03011482263472552
1933-11-01,0.021105457762495557
1933-12-01,0.013550887859865905
1934-01-01,0.007422097875077776
1934-02-01,0.002682132323681889
1934-03-01,-0.0007127916565167066
