,DMI
1977-06-01,0.6868069297552983
1977-07-01,0.5456600859433
1977-08-01,0.7662633258260575
1977-09-01,0.8582872450435505
1977-10-01,1.8119708629948175
1977-11-01,0.9723670679541279
1977-12-01,0.7365992933363035
1978-01-01,-1.4499623081133377
1978-02-01,-0.8717377345284268
1978-03-01,-0.2756515724975822
1978-04-01,-0.10606120494698013
1978-05-01,-0.1888100435128958
1978-06-01,0.5267429361946632
1978-07-01,0.4688133722351126
1978-08-01,0.320316276465055
1978-09-01,0.820439011884402
1978-10-01,0.6778579310045452
1978-11-01,-0.06209248867924433
1978-12-01,-0.4416282392573363
1979-01-01,0.7441625661978524
1979-02-01,-0.22834250102754527
1979-03-01,-0.2873794076655186
1979-04-01,0.045799093365879284
1979-05-01,0.2429980412730608
1979-06-01,1.158614657764361
1979-07-01,0.6121321732319094
1979-08-01,-0.0628046288808023
1979-09-01,-0.23722621151207918
1979-10-01,-0.17131227201378946
1979-11-01,-0.46127076196711786
1979-12-01,0.19065085849274976
1980-01-01,0.024627002695532196
1980-02-01,0.15929712586031874
1980-03-01,-0.3359177116662193
1980-04-01,0.8211774244764679
1980-05-01,1.1997858047479004
1980-06-01,-0.45137973309020313
1980-07-01,0.014348290013635245
1980-08-01,0.41416427271841194
1980-09-01,-0.7189168643687467
1980-10-01,-0.4910053786701726
1980-11-01,-0.19433672356276088
1980-12-01,0.3615755899461857
1981-01-01,0.33774229874800843
1981-02-01,0.652455568095312
1981-03-01,-0.0826418775382265
1981-04-01,0.9067155870992375
1981-05-01,0.4777545448541414
1981-06-01,-0.1977123300127076
1981-07-01,-0.5209800408858061
1981-08-01,-0.4990906139296071
1981-09-01,-0.8295155233926876
1981-10-01,-0.7921975653805885
1981-11-01,-0.19172623117027288
1981-12-01,-0.1701849009512208
1982-01-01,0.2680039340218755
1982-02-01,0.7771128766664889
1982-03-01,1.0531025204183941
1982-04-01,1.1733340081710724
1982-05-01,1.0189725576843156
1982-06-01,1.1265536104699956
1982-07-01,1.209035418594616
1982-08-01,1.141625692959299
1982-09-01,0.7306796524866859
1982-10-01,1.9753300004676178
1982-11-01,0.8210194269177671
1982-12-01,-0.3878763753476764
1983-01-01,-0.6558157544057012
1983-02-01,-0.8907512191499949
1983-03-01,-1.7140207576537827
1983-04-01,-1.687588500095985
1983-05-01,-0.26997473757197876
1983-06-01,1.1684790211703624
1983-07-01,1.974587873092153
1983-08-01,1.2945319606680867
1983-09-01,0.7200353185547406
1983-10-01,0.04590657677845039
1983-11-01,0.267826165240687
1983-12-01,-0.03125560050642734
1984-01-01,-0.2652059084288797
1984-02-01,-0.22720493121566143
1984-03-01,-0.0506815273771985
1984-04-01,0.9243676531895492
1984-05-01,-0.6211353681838172
1984-06-01,-0.5398789970571061
1984-07-01,-0.8527292070762876
1984-08-01,-0.5642524451957465
1984-09-01,-0.7323314535275263
1984-10-01,-0.24900990334453693
1984-11-01,-0.8633753608185917
1984-12-01,-0.3565673474885044
1985-01-01,-0.3484711965413816
1985-02-01,-0.5770551093143581
1985-03-01,-0.10764934246149618
1985-04-01,-0.36510098390065304
1985-05-01,0.29607161853809794
1985-06-01,-0.6298319552726026
1985-07-01,-0.05306162260501877
1985-08-01,-0.11366142223534373
1985-09-01,0.23523621931523836
1985-10-01,-0.3929795609568081
1985-11-01,0.5138635892704513
1985-12-01,0.09414387771085019
1986-01-01,0.16318864799198463
1986-02-01,0.48103978073686204
1986-03-01,0.7948886748427214
1986-04-01,0.47627269516200377
1986-05-01,0.5924081926339779
1986-06-01,0.1501858153167568
1986-07-01,-0.45105368999167844
1986-08-01,0.7206411640833754
1986-09-01,0.8524416046276517
1986-10-01,0.27803977301128385
1986-11-01,1.0966275668398415
