,east,west,dmi
1965-07-01,-0.23380683925856782,-0.5716568832347821,-0.3378500439762143
1965-08-01,-0.7410172780153549,-0.2337293110643023,0.5072879669510526
1965-09-01,-0.22923687349629457,-0.08085308032552917,0.1483837931707654
1965-10-01,-0.5035730091787695,0.17870988843283714,0.6822828976116067
1965-11-01,-0.49527918802612486,0.028041319266519423,0.5233205072926442
1965-12-01,0.39307003188171435,-0.10747084113979526,-0.5005408730215096
1966-01-01,0.09114439467422213,0.25049708548514493,0.1593526908109228
1966-02-01,0.4974107143627123,0.7870140551796533,0.289603340816941
1966-03-01,-0.23148912717966433,0.036429662903408946,0.2679187900830733
1966-04-01,-0.49046072279932545,-0.3832853831369701,0.10717533966235537
1966-05-01,-0.3480074956149831,-0.6212859370778969,-0.2732784414629138
1966-06-01,-0.5001134117555528,0.17226985909440604,0.6723832708499589
1966-07-01,-0.36617826133818354,0.24640402058663624,0.6125822819248198
1966-08-01,-1.3715270901077665,0.17693811002633103,1.5484652001340975
1966-09-01,-0.4603413755061732,0.5076277106267539,0.9679690861329271
1966-10-01,0.21374190854662092,0.22837745919783164,0.014635550651210721
1966-11-01,0.19737973404817225,-0.17107190839508513,-0.36845164244325734
1966-12-01,-0.6224442432757773,-0.3191213268735256,0.3033229164022517
1967-01-01,-0.703302332455252,-1.0568250185242096,-0.35352268606895765
1967-02-01,-0.9069991618165951,-1.1419711679820947,-0.23497200616549963
1967-03-01,-1.3862843217231258,-0.06897189382276997,1.3173124279003559
1967-04-01,-0.8837202168567337,-0.3117209422828717,0.571999274573862
1967-05-01,-0.7373394859403584,-0.07137984338900397,0.6659596425513544
1967-06-01,-1.147896967113848,0.3597124594261983,1.5076094265400461
1967-07-01,-1.805244721375149,-0.24693997332063994,1.5583047480545091
1967-08-01,-1.5217904736333083,-0.26038302100565686,1.2614074526276515
1967-09-01,-1.9693392214384955,-0.15355377037510431,1.815785451063391
1967-10-01,-1.3392221597192886,0.5972925369699278,1.9365146966892164
1967-11-01,-0.7702408150437001,0.4487038815851607,1.2189446966288608
1967-12-01,-0.3884304792421709,0.2703609040476524,0.6587913832898233
1968-01-01,-0.719485102462238,-0.5397353422775624,0.1797497601846756
1968-02-01,-1.0348975935347298,0.04827875197126808,1.083176345505998
1968-03-01,-0.9337122481569671,-0.7732538104089857,0.1604584377479814
1968-04-01,-0.6415968849319859,-0.5474252457310177,0.09417163920096816
1968-05-01,-0.5655111976639343,-0.4040504976714841,0.16146069999245022
1968-06-01,-0.4789848963082295,0.17839404967341654,0.657378945981646
1968-07-01,-0.479784943364755,-0.10748945765203749,0.37229548571271753
1968-08-01,0.19187395566826665,0.2152239303756172,0.023349974707350563
1968-09-01,0.7646033995844249,0.0577693215226408,-0.7068340780617841
1968-10-01,0.5431794669584998,0.25210388307626275,-0.2910755838822371
1968-11-01,0.4066647708800923,-0.0515924167215582,-0.45825718760165046
1968-12-01,0.3725961003897297,0.038123123568757744,-0.33447297682097193
1969-01-01,0.5053142095271737,0.6411742241197627,0.135860014592589
1969-02-01,0.8026650322023537,0.6334470876418222,-0.16921794456053152
1969-03-01,0.45720592538730326,0.8564741882016769,0.3992682628143736
1969-04-01,0.9060214143653238,0.9317208467875578,0.025699432422234048
1969-05-01,0.6060486192912583,0.3267695780904444,-0.2792790412008139
1969-06-01,0.4781986752735195,-0.2806121083773318,-0.7588107836508513
1969-07-01,0.37877464561262103,-0.3819032675901555,-0.7606779132027766
1969-08-01,0.34842861832012,-0.20060475824701246,-0.5490333765671325
1969-09-01,-0.03628006977254689,-0.03457499868602477,0.0017050710865221252
1969-10-01,-0.22442931800208513,1.0018165090206104,1.2262458270226955
1969-11-01,0.19592510303630856,0.7473063184642769,0.5513812154279683
1969-12-01,0.595336474081391,0.9253411606267391,0.3300046865453481
1970-01-01,0.8741722683605644,1.584588450201495,0.7104161818409307
1970-02-01,0.7660446964786798,1.062255978938204,0.2962112824595242
1970-03-01,0.6276886799777533,1.1782445535919555,0.5505558736142021
1970-04-01,0.4967246134021163,1.137227883481337,0.6405032700792206
1970-05-01,0.10460094372647213,1.006227338524633,0.9016263947981609
1970-06-01,0.5279470558792653,0.1545713334902845,-0.37337572238898076
1970-07-01,0.35193670344373185,0.26500769385495154,-0.0869290095887803
1970-08-01,0.1597629760813709,0.41418309034969963,0.2544201142683287
1970-09-01,0.4245470347859394,-0.1065053502979887,-0.5310523850839282
1970-10-01,0.6911518066403559,-0.26889526074126247,-0.9600470673816184
