,NINO34
1977-01-01,0.6393333333333366
1977-02-01,0.31866666666666177
1977-03-01,0.24066666666666947
1977-04-01,-0.18833333333332902
1977-05-01,0.059333333333338345
1977-06-01,0.2703333333333262
1977-07-01,0.28399999999999537
1977-08-01,0.004333333333338629
1977-09-01,0.37866666666666404
1977-10-01,0.5783333333333367
1977-11-01,0.543333333333333
1977-12-01,0.679000000000002
1978-01-01,0.6493333333333382
1978-02-01,0.3386666666666649
1978-03-01,-0.08933333333333238
1978-04-01,-0.5383333333333269
1978-05-01,-0.5506666666666611
1978-06-01,-0.5296666666666745
1978-07-01,-0.46600000000000463
1978-08-01,-0.6956666666666607
1978-09-01,-0.6313333333333375
1978-10-01,-0.3916666666666657
1978-11-01,-0.3066666666666684
1978-12-01,-0.21099999999999852
1979-01-01,-0.2206666666666628
1979-02-01,-0.2313333333333354
1979-03-01,0.1506666666666696
1979-04-01,0.07166666666667254
1979-05-01,-0.17066666666666208
1979-06-01,-0.13966666666667393
1979-07-01,-0.32600000000000406
1979-08-01,-0.1556666666666615
1979-09-01,0.31866666666666177
1979-10-01,0.21833333333333727
1979-11-01,0.34333333333333016
1979-12-01,0.3990000000000009
1980-01-01,0.42933333333333934
1980-02-01,0.19866666666666433
1980-03-01,0.05066666666666819
1980-04-01,-0.018333333333327317
1980-05-01,0.07933333333333792
1980-06-01,0.3003333333333238
1980-07-01,0.07399999999999807
1980-08-01,-0.3056666666666601
1980-09-01,-0.2613333333333365
1980-10-01,-0.28166666666666273
1980-11-01,-0.10666666666666913
1980-12-01,-0.11100000000000065
1981-01-01,-0.5006666666666604
1981-02-01,-0.7013333333333378
1981-03-01,-0.5793333333333308
1981-04-01,-0.47833333333332817
1981-05-01,-0.5006666666666604
1981-06-01,-0.3396666666666732
1981-07-01,-0.6160000000000032
1981-08-01,-0.6756666666666611
1981-09-01,-0.29133333333333766
1981-10-01,-0.2716666666666647
1981-11-01,-0.326666666666668
1981-12-01,-0.22100000000000009
1982-01-01,0.019333333333339198
1982-02-01,-0.12133333333333596
1982-03-01,0.03066666666666862
1982-04-01,0.10166666666667012
1982-05-01,0.5093333333333412
1982-06-01,0.6303333333333256
1982-07-01,0.3739999999999952
1982-08-01,0.7143333333333395
1982-09-01,1.378666666666664
1982-10-01,1.8883333333333354
1982-11-01,1.9833333333333307
1982-12-01,2.2490000000000023
1983-01-01,2.2593333333333376
1983-02-01,1.9186666666666632
1983-03-01,1.4306666666666707
1983-04-01,0.94166666666667
1983-05-01,0.9093333333333398
1983-06-01,0.5803333333333249
1983-07-01,-0.09600000000000364
1983-08-01,-0.4156666666666595
1983-09-01,-0.6513333333333371
1983-10-01,-1.0416666666666643
1983-11-01,-1.196666666666669
1983-12-01,-0.8709999999999987
1984-01-01,-0.5306666666666615
1984-02-01,-0.11133333333333795
1984-03-01,-0.2793333333333301
1984-04-01,-0.49833333333332774
1984-05-01,-0.6006666666666618
1984-06-01,-0.7396666666666754
1984-07-01,-0.4360000000000035
1984-08-01,-0.2556666666666594
1984-09-01,-0.4013333333333371
1984-10-01,-0.6416666666666657
1984-11-01,-1.1366666666666667
1984-12-01,-1.311
1985-01-01,-1.0906666666666638
1985-02-01,-0.7213333333333374
1985-03-01,-0.7993333333333297
1985-04-01,-0.8683333333333287
1985-05-01,-0.8206666666666607
1985-06-01,-0.7696666666666729
1985-07-01,-0.6360000000000028
1985-08-01,-0.64566666666666
1985-09-01,-0.7513333333333385
1985-10-01,-0.5716666666666654
1985-11-01,-0.34666666666666757
1985-12-01,-0.5009999999999977
1986-01-01,-0.6306666666666629
1986-02-01,-0.5713333333333352
1986-03-01,-0.3393333333333324
1986-04-01,-0.14833333333332988
1986-05-01,-0.3306666666666622
1986-06-01,-0.12966666666667592
1986-07-01,0.11399999999999721
1986-08-01,0.28433333333333977
1986-09-01,0.5186666666666646
1986-10-01,0.8083333333333371
1986-11-01,0.9333333333333336
1986-12-01,1.059000000000001
1987-01-01,1.1493333333333382
1987-02-01,1.1886666666666628
1987-03-01,1.1606666666666676
1987-04-01,0.8816666666666713
1987-05-01,0.7893333333333388
1987-06-01,0.9803333333333271
1987-07-01,1.2439999999999962
1987-08-01,1.5543333333333393
1987-09-01,1.588666666666665
1987-10-01,1.288333333333334
1987-11-01,1.2033333333333331
1987-12-01,0.9090000000000025
1988-01-01,0.8193333333333364
1988-02-01,0.17866666666666475
1988-03-01,0.12066666666666848
1988-04-01,-0.23833333333332973
1988-05-01,-0.9406666666666617
1988-06-01,-1.4796666666666738
1988-07-01,-1.6160000000000032
1988-08-01,-1.2156666666666602
1988-09-01,-1.111333333333338
1988-10-01,-1.971666666666664
1988-11-01,-2.0066666666666677
1988-12-01,-2.0109999999999992
1989-01-01,-1.9706666666666628
1989-02-01,-1.491333333333337
1989-03-01,-1.2093333333333298
1989-04-01,-0.9683333333333302
1989-05-01,-0.7306666666666608
1989-06-01,-0.4596666666666742
1989-07-01,-0.47600000000000264
1989-08-01,-0.49566666666666137
1989-09-01,-0.37133333333333596
1989-10-01,-0.4816666666666656
1989-11-01,-0.446666666666669
1989-12-01,-0.11100000000000065
1990-01-01,-0.040666666666663076
1990-02-01,0.19866666666666433
1990-03-01,0.060666666666669755
1990-04-01,0.14166666666667282
1990-05-01,0.16933333333333778
1990-06-01,-0.05966666666667564
1990-07-01,0.14399999999999835
1990-08-01,0.23433333333333906
1990-09-01,0.12866666666666404
1990-10-01,0.21833333333333727
1990-11-01,0.14333333333333087
1990-12-01,0.2690000000000019
1991-01-01,0.3993333333333382
1991-02-01,0.2886666666666642
1991-03-01,0.05066666666666819
1991-04-01,0.30166666666667297
1991-05-01,0.4493333333333389
1991-06-01,0.7203333333333255
1991-07-01,0.8939999999999984
1991-08-01,0.8043333333333393
1991-09-01,0.5886666666666649
1991-10-01,0.8283333333333367
1991-11-01,1.1933333333333316
1991-12-01,1.6290000000000013
1992-01-01,1.6893333333333374
1992-02-01,1.598666666666663
1992-03-01,1.3306666666666693
1992-04-01,1.2516666666666723
1992-05-01,1.099333333333341
1992-06-01,0.6603333333333268
1992-07-01,0.28399999999999537
1992-08-01,0.034333333333339766
1992-09-01,-0.17133333333333667
1992-10-01,-0.40166666666666373
1992-11-01,-0.13666666666666671
1992-12-01,0.028999999999999915
1993-01-01,0.1993333333333389
1993-02-01,0.3686666666666625
1993-03-01,0.38066666666667004
1993-04-01,0.7016666666666715
1993-05-01,0.7893333333333388
1993-06-01,0.39033333333332365
1993-07-01,0.3139999999999965
1993-08-01,0.08433333333334048
1993-09-01,0.30866666666666376
1993-10-01,0.21833333333333727
1993-11-01,0.18333333333333357
1993-12-01,0.0990000000000002
1994-01-01,0.06933333333333636
1994-02-01,0.13866666666666205
1994-03-01,0.19066666666666876
1994-04-01,0.33166666666667055
1994-05-01,0.35933333333333906
1994-06-01,0.4003333333333252
1994-07-01,0.40399999999999636
1994-08-01,0.4743333333333375
1994-09-01,0.4186666666666632
1994-10-01,0.7383333333333368
1994-11-01,1.2133333333333312
1994-12-01,1.3290000000000006
1995-01-01,1.0693333333333364
1995-02-01,0.8386666666666649
1995-03-01,0.5806666666666693
1995-04-01,0.37166666666667325
1995-05-01,-0.04066666666665952
1995-06-01,0.11033333333332607
1995-07-01,-0.03600000000000492
1995-08-01,-0.5056666666666594
1995-09-01,-0.6313333333333375
1995-10-01,-0.711666666666666
1995-11-01,-0.9166666666666679
1995-12-01,-0.8309999999999995
1996-01-01,-0.8406666666666638
1996-02-01,-0.8513333333333364
1996-03-01,-0.5993333333333304
1996-04-01,-0.37833333333332675
1996-05-01,-0.26066666666666194
1996-06-01,-0.1996666666666762
1996-07-01,-0.2560000000000038
1996-08-01,-0.1756666666666611
1996-09-01,-0.39133333333333553
1996-10-01,-0.30166666666666586
1996-11-01,-0.3066666666666684
1996-12-01,-0.5609999999999999
1997-01-01,-0.5806666666666622
1997-02-01,-0.37133333333333596
1997-03-01,-0.1993333333333318
1997-04-01,0.1716666666666704
1997-05-01,0.7193333333333385
1997-06-01,1.1703333333333248
1997-07-01,1.583999999999996
1997-08-01,1.7643333333333402
1997-09-01,2.0586666666666638
1997-10-01,2.3483333333333363
1997-11-01,2.393333333333331
1997-12-01,2.349
1998-01-01,2.3093333333333383
1998-02-01,1.878666666666664
1998-03-01,1.3306666666666693
1998-04-01,0.8416666666666721
1998-05-01,0.5593333333333383
1998-06-01,-0.2796666666666745
1998-07-01,-0.7560000000000038
1998-08-01,-1.015666666666661
1998-09-01,-1.1713333333333367
1998-10-01,-1.3316666666666634
1998-11-01,-1.2566666666666677
1998-12-01,-1.570999999999998
1999-01-01,-1.7106666666666612
1999-02-01,-1.2513333333333385
1999-03-01,-0.8993333333333311
1999-04-01,-0.8783333333333267
1999-05-01,-0.9206666666666621
1999-06-01,-1.0296666666666745
1999-07-01,-0.9960000000000022
1999-08-01,-1.1056666666666608
1999-09-01,-1.0613333333333372
1999-10-01,-1.1716666666666633
1999-11-01,-1.5366666666666688
1999-12-01,-1.721
2000-01-01,-1.790666666666663
2000-02-01,-1.6013333333333364
2000-03-01,-1.0593333333333312
2000-04-01,-0.80833333333333
2000-05-01,-0.8106666666666591
2000-06-01,-0.7196666666666758
2000-07-01,-0.5860000000000021
2000-08-01,-0.46566666666666023
2000-09-01,-0.5113333333333365
2000-10-01,-0.6816666666666649
2000-11-01,-0.7266666666666666
2000-12-01,-0.8610000000000007
2001-01-01,-0.7406666666666624
2001-02-01,-0.5813333333333368
2001-03-01,-0.43933333333333024
2001-04-01,-0.4083333333333279
2001-05-01,-0.21066666666666123
2001-06-01,-0.07966666666667521
2001-07-01,0.10399999999999565
2001-08-01,0.034333333333339766
2001-09-01,-0.08133333333333681
2001-10-01,-0.12166666666666259
2001-11-01,-0.26666666666666927
2001-12-01,-0.37099999999999866
2002-01-01,-0.18066666666666364
2002-02-01,-0.0013333333333385156
2002-03-01,0.1506666666666696
2002-04-01,0.20166666666667155
2002-05-01,0.5193333333333392
2002-06-01,0.7903333333333258
2002-07-01,0.7539999999999978
2002-08-01,0.7343333333333391
2002-09-01,0.9186666666666632
2002-10-01,1.148333333333337
2002-11-01,1.3933333333333309
2002-12-01,1.399000000000001
2003-01-01,1.0093333333333376
2003-02-01,0.7986666666666622
2003-03-01,0.5206666666666706
2003-04-01,-0.048333333333328454
2003-05-01,-0.4906666666666588
2003-06-01,-0.11966666666667436
2003-07-01,0.39399999999999835
2003-08-01,0.4043333333333372
2003-09-01,0.2786666666666626
2003-10-01,0.538333333333334
2003-11-01,0.39333333333333087
2003-12-01,0.3689999999999998
2004-01-01,0.23933333333333806
2004-02-01,0.2286666666666619
2004-03-01,0.07066666666666777
2004-04-01,0.12166666666667325
2004-05-01,0.12933333333333863
2004-06-01,0.26033333333332465
2004-07-01,0.6039999999999957
2004-08-01,0.7543333333333386
2004-09-01,0.758666666666663
2004-10-01,0.7583333333333364
2004-11-01,0.6533333333333324
2004-12-01,0.7089999999999996
2005-01-01,0.6393333333333366
2005-02-01,0.3386666666666649
2005-03-01,0.31066666666666976
2005-04-01,0.22166666666667112
2005-05-01,0.3893333333333402
2005-06-01,0.3003333333333238
2005-07-01,0.17399999999999594
2005-08-01,0.1943333333333399
2005-09-01,-0.0313333333333361
2005-10-01,-0.07166666666666544
2005-11-01,-0.5966666666666676
2005-12-01,-0.8810000000000002
2006-01-01,-1.010666666666662
2006-02-01,-0.6813333333333382
2006-03-01,-0.5193333333333321
2006-04-01,-0.2583333333333293
2006-05-01,-0.000666666666660376
2006-06-01,0.14033333333332365
2006-07-01,0.09399999999999764
2006-08-01,0.3343333333333405
2006-09-01,0.4886666666666635
2006-10-01,0.6883333333333361
2006-11-01,1.0733333333333306
2006-12-01,1.1690000000000005
2007-01-01,0.7093333333333369
2007-02-01,0.15866666666666163
2007-03-01,-0.06933333333332925
2007-04-01,-0.24833333333332774
2007-05-01,-0.3606666666666598
2007-06-01,-0.1496666666666755
2007-07-01,-0.3360000000000021
2007-08-01,-0.6256666666666604
2007-09-01,-0.861333333333338
2007-10-01,-1.0316666666666627
2007-11-01,-1.2566666666666677
2007-12-01,-1.311
2008-01-01,-1.5906666666666638
2008-02-01,-1.6413333333333355
2008-03-01,-1.1693333333333307
2008-04-01,-0.8283333333333296
2008-05-01,-0.7206666666666592
2008-06-01,-0.5496666666666741
2008-07-01,-0.27600000000000335
2008-08-01,-0.11566666666666237
2008-09-01,-0.13133333333333752
2008-10-01,-0.13166666666666416
2008-11-01,-0.41666666666666785
2008-12-01,-0.8109999999999999
2009-01-01,-0.9506666666666632
2009-02-01,-0.741333333333337
2009-03-01,-0.5493333333333297
2009-04-01,-0.15833333333332789
2009-05-01,0.23933333333333806
2009-06-01,0.43033333333332635
2009-07-01,0.5339999999999954
2009-08-01,0.60433333333334
2009-09-01,0.7086666666666623
2009-10-01,0.9883333333333368
2009-11-01,1.5333333333333314
2009-12-01,1.7890000000000015
2010-01-01,1.579333333333338
2010-02-01,1.3186666666666618
2010-03-01,0.9906666666666695
2010-04-01,0.6316666666666713
2010-05-01,0.10933333333333906
2010-06-01,-0.4596666666666742
2010-07-01,-0.8960000000000043
2010-08-01,-1.295666666666662
2010-09-01,-1.521333333333338
2010-10-01,-1.5216666666666647
2010-11-01,-1.4166666666666679
2010-12-01,-1.4109999999999978
2011-01-01,-1.5906666666666638
2011-02-01,-1.151333333333337
2011-03-01,-0.9593333333333298
2011-04-01,-0.5983333333333292
2011-05-01,-0.2506666666666604
2011-06-01,-0.049666666666674075
2011-07-01,-0.1860000000000035
2011-08-01,-0.38566666666666194
2011-09-01,-0.6613333333333351
2011-10-01,-0.8016666666666659
2011-11-01,-1.0366666666666688
2011-12-01,-1.0809999999999995
2012-01-01,-0.8306666666666622
2012-02-01,-0.6713333333333367
2012-03-01,-0.4093333333333291
2012-04-01,-0.2683333333333273
2012-05-01,-0.20066666666665967
2012-06-01,0.0003333333333266353
2012-07-01,0.10399999999999565
2012-08-01,0.28433333333333977
2012-09-01,0.7686666666666646
2012-10-01,0.5683333333333351
2012-11-01,0.4733333333333327
2012-12-01,-0.4609999999999985
2013-01-01,-0.7806666666666615
2013-02-01,-0.6313333333333375
2013-03-01,-0.4493333333333318
2013-04-01,0.011666666666670267
2013-05-01,-0.12066666666666137
2013-06-01,-0.2996666666666741
2013-07-01,-0.32600000000000406
2013-08-01,-0.36566666666666237
2013-09-01,-0.2813333333333361
2013-10-01,-0.14166666666666572
2013-11-01,-0.196666666666669
2013-12-01,-0.49099999999999966
2014-01-01,-0.6406666666666609
2014-02-01,-0.7713333333333381
2014-03-01,-0.4793333333333294
2014-04-01,-0.12833333333332675
2014-05-01,0.23933333333333806
2014-06-01,0.11033333333332607
2014-07-01,0.013999999999995794
2014-08-01,-0.1056666666666608
2014-09-01,0.1686666666666632
2014-10-01,0.44833333333333414
2014-11-01,0.8233333333333306
2014-12-01,0.6590000000000025
2015-01-01,0.5293333333333372
2015-02-01,0.4686666666666639
2015-03-01,0.5006666666666675
2015-04-01,0.801666666666673
2015-05-01,0.9193333333333378
2015-06-01,1.070333333333327
2015-07-01,1.3639999999999972
2015-08-01,1.5943333333333385
2015-09-01,1.848666666666663
2015-10-01,1.9983333333333348
